Order ID,Order Date,Customer ID,Country,Region,Category,Sub-Category,Sales,Quantity,Profit,lat,lon
ORD-02833,2024-10-23,CUS-0347,Vietnam,APAC,Fashion,Shoes,98.32,4,4.93,14.06,108.28
ORD-02834,2023-02-08,CUS-0285,India,APAC,Home & Furniture,Chair,295.04,4,74.37,20.59,78.96
ORD-02835,2024-07-13,CUS-0187,Canada,North America,Groceries,Fresh Produce,36.68,2,3.84,56.13,-106.35
ORD-02836,2024-09-18,CUS-0359,Mexico,LATAM,Home & Furniture,Lamp,590.04,4,111.34,23.63,-102.55
ORD-02837,2024-08-15,CUS-0109,Vietnam,APAC,Electronics,Headphone,456.28,1,97.14,14.06,108.28
ORD-02838,2023-05-28,CUS-0014,France,Europe,Home & Furniture,Table,1152.6,5,312.2,46.23,2.21
ORD-02839,2023-02-19,CUS-0118,Mexico,LATAM,Fashion,Shoes,24.96,1,-0.79,23.63,-102.55
ORD-02840,2024-09-09,CUS-0078,Canada,North America,Electronics,Camera,711.03,3,83.92,56.13,-106.35
ORD-02841,2023-06-04,CUS-0394,France,Europe,Groceries,Beverage,9.56,1,-0.38,46.23,2.21
ORD-02842,2024-11-16,CUS-0240,Singapore,APAC,Fashion,Accessories,479.05,5,135.59,1.35,103.82
ORD-02843,2024-12-27,CUS-0383,Vietnam,APAC,Groceries,Snacks,74.2,5,8.52,14.06,108.28
ORD-02844,2024-06-20,CUS-0203,United Kingdom,Europe,Groceries,Dairy,65.34,3,2.97,55.38,-3.44
ORD-02845,2024-06-15,CUS-0047,Japan,APAC,Electronics,Headphone,561.54,3,72.12,36.2,138.25
ORD-02846,2025-04-16,CUS-0039,Brazil,LATAM,Groceries,Fresh Produce,97.9,5,0.79,-14.24,-51.93
ORD-02847,2023-03-11,CUS-0381,India,APAC,Fashion,Bag,81.36,3,28.19,20.59,78.96
ORD-02848,2023-12-08,CUS-0167,Nigeria,Africa,Home & Furniture,Chair,655.92,4,23.06,9.08,8.68
ORD-02849,2023-12-13,CUS-0089,India,APAC,Fashion,Shoes,199.2,4,31.66,20.59,78.96
ORD-02850,2023-03-10,CUS-0221,France,Europe,Home & Furniture,Table,769.05,3,38.27,46.23,2.21
ORD-02851,2023-12-17,CUS-0136,Singapore,APAC,Home & Furniture,Table,822.16,4,64.86,1.35,103.82
ORD-02852,2024-01-27,CUS-0329,France,Europe,Fashion,Accessories,304.41,3,18.77,46.23,2.21
ORD-02853,2024-05-06,CUS-0342,Canada,North America,Fashion,Bag,194.12,4,44.12,56.13,-106.35
ORD-02854,2023-02-27,CUS-0296,United Kingdom,Europe,Home & Furniture,Table,938.65,5,327.24,55.38,-3.44
ORD-02855,2023-11-30,CUS-0166,India,APAC,Home & Furniture,Chair,552.8,5,-27.41,20.59,78.96
ORD-02856,2023-02-13,CUS-0204,India,APAC,Groceries,Dairy,56.94,3,17.95,20.59,78.96
ORD-02857,2023-05-07,CUS-0297,Singapore,APAC,Groceries,Fresh Produce,15.0,3,2.47,1.35,103.82
ORD-02858,2024-10-07,CUS-0335,United Kingdom,Europe,Home & Furniture,Table,164.23,1,2.83,55.38,-3.44
ORD-02859,2023-03-31,CUS-0139,Germany,Europe,Home & Furniture,Chair,154.55,1,16.76,51.17,10.45
ORD-02860,2024-05-30,CUS-0152,Vietnam,APAC,Groceries,Fresh Produce,17.52,1,3.97,14.06,108.28
ORD-02861,2023-04-16,CUS-0278,India,APAC,Electronics,Phone,303.38,1,79.85,20.59,78.96
ORD-02862,2024-07-04,CUS-0098,United States,North America,Groceries,Beverage,51.0,4,6.88,37.09,-95.71
ORD-02863,2024-03-20,CUS-0244,United States,North America,Groceries,Dairy,16.16,2,0.18,37.09,-95.71
ORD-02864,2024-01-21,CUS-0280,Brazil,LATAM,Groceries,Snacks,97.7,5,0.23,-14.24,-51.93
ORD-02865,2024-02-18,CUS-0181,South Africa,Africa,Electronics,Phone,2595.5,5,-172.13,-30.56,22.94
ORD-02866,2024-02-10,CUS-0072,Vietnam,APAC,Home & Furniture,Lamp,462.4,2,-20.37,14.06,108.28
ORD-02867,2024-01-05,CUS-0053,Germany,Europe,Fashion,Shoes,86.24,1,26.66,51.17,10.45
ORD-02868,2024-11-24,CUS-0333,India,APAC,Fashion,Bag,79.44,1,3.61,20.59,78.96
ORD-02869,2023-03-14,CUS-0091,Germany,Europe,Groceries,Snacks,29.19,3,0.21,51.17,10.45
ORD-02870,2024-09-18,CUS-0135,South Africa,Africa,Electronics,Laptop,697.68,4,17.42,-30.56,22.94
ORD-02871,2023-11-29,CUS-0046,United Kingdom,Europe,Electronics,Phone,278.26,1,-13.08,55.38,-3.44
ORD-02872,2023-04-17,CUS-0342,Canada,North America,Groceries,Fresh Produce,38.4,3,4.72,56.13,-106.35
ORD-02873,2025-08-28,CUS-0337,United Kingdom,Europe,Groceries,Beverage,35.14,2,10.95,55.38,-3.44
ORD-02874,2023-08-10,CUS-0217,South Africa,Africa,Home & Furniture,Storage,510.96,4,-47.59,-30.56,22.94
ORD-02875,2023-09-15,CUS-0166,India,APAC,Electronics,Phone,1015.44,3,47.46,20.59,78.96
ORD-02876,2023-10-29,CUS-0158,United Kingdom,Europe,Home & Furniture,Storage,295.22,2,33.6,55.38,-3.44
ORD-02877,2024-10-12,CUS-0269,United Kingdom,Europe,Groceries,Dairy,20.26,2,3.97,55.38,-3.44
ORD-02878,2023-11-14,CUS-0207,Japan,APAC,Fashion,Bag,356.8,4,35.61,36.2,138.25
ORD-02879,2024-12-23,CUS-0056,United Kingdom,Europe,Home & Furniture,Table,486.06,3,29.5,55.38,-3.44
ORD-02880,2024-03-10,CUS-0339,Singapore,APAC,Home & Furniture,Lamp,204.2,2,15.64,1.35,103.82
ORD-02881,2025-03-21,CUS-0285,India,APAC,Electronics,Phone,212.33,1,59.73,20.59,78.96
ORD-02882,2025-02-16,CUS-0390,Japan,APAC,Electronics,Camera,1151.61,3,93.15,36.2,138.25
ORD-02883,2025-04-09,CUS-0062,United States,North America,Groceries,Fresh Produce,92.0,5,-8.8,37.09,-95.71
ORD-02884,2025-03-24,CUS-0072,Vietnam,APAC,Fashion,Shirt,319.76,4,80.88,14.06,108.28
ORD-02885,2024-09-18,CUS-0030,South Africa,Africa,Home & Furniture,Chair,353.01,3,95.46,-30.56,22.94
ORD-02886,2023-09-21,CUS-0366,Nigeria,Africa,Fashion,Bag,65.62,1,6.49,9.08,8.68
ORD-02887,2023-01-18,CUS-0275,India,APAC,Electronics,Laptop,809.15,5,-43.61,20.59,78.96
ORD-02888,2024-02-24,CUS-0161,South Africa,Africa,Home & Furniture,Chair,581.58,3,140.54,-30.56,22.94
ORD-02889,2023-04-17,CUS-0281,Japan,APAC,Groceries,Fresh Produce,22.23,3,4.62,36.2,138.25
ORD-02890,2024-09-20,CUS-0288,France,Europe,Electronics,Phone,651.14,1,15.59,46.23,2.21
ORD-02891,2023-01-30,CUS-0310,South Africa,Africa,Fashion,Bag,199.1,5,9.43,-30.56,22.94
ORD-02892,2023-11-12,CUS-0024,South Africa,Africa,Electronics,Headphone,507.52,1,173.68,-30.56,22.94
ORD-02893,2024-11-13,CUS-0203,United Kingdom,Europe,Home & Furniture,Lamp,838.45,5,-23.01,55.38,-3.44
ORD-02894,2025-02-24,CUS-0326,India,APAC,Groceries,Dairy,32.82,3,5.36,20.59,78.96
ORD-02895,2024-02-18,CUS-0066,South Africa,Africa,Home & Furniture,Table,292.52,2,89.5,-30.56,22.94
ORD-02896,2024-06-28,CUS-0030,South Africa,Africa,Home & Furniture,Storage,653.32,4,-18.54,-30.56,22.94
ORD-02897,2024-05-07,CUS-0184,Nigeria,Africa,Electronics,Laptop,492.03,1,62.17,9.08,8.68
ORD-02898,2023-12-07,CUS-0019,Japan,APAC,Home & Furniture,Storage,682.25,5,211.16,36.2,138.25
ORD-02899,2025-01-22,CUS-0056,United Kingdom,Europe,Groceries,Dairy,69.05,5,22.31,55.38,-3.44
ORD-02900,2025-06-07,CUS-0149,Japan,APAC,Electronics,Laptop,1795.35,5,520.07,36.2,138.25
ORD-02901,2025-02-02,CUS-0201,United Kingdom,Europe,Groceries,Snacks,71.0,4,2.27,55.38,-3.44
ORD-02902,2023-07-30,CUS-0019,Japan,APAC,Fashion,Accessories,226.04,4,0.48,36.2,138.25
ORD-02903,2024-03-12,CUS-0320,India,APAC,Electronics,Laptop,709.02,2,213.26,20.59,78.96
ORD-02904,2024-10-03,CUS-0104,South Africa,Africa,Groceries,Snacks,7.78,1,2.2,-30.56,22.94
ORD-02905,2024-01-31,CUS-0044,Germany,Europe,Fashion,Bag,223.48,4,39.53,51.17,10.45
ORD-02906,2024-11-22,CUS-0374,Vietnam,APAC,Electronics,Camera,2818.8,5,731.92,14.06,108.28
ORD-02907,2024-09-11,CUS-0222,United Kingdom,Europe,Groceries,Dairy,39.63,3,10.75,55.38,-3.44
ORD-02908,2025-02-03,CUS-0206,United Kingdom,Europe,Home & Furniture,Table,310.12,4,25.29,55.38,-3.44
ORD-02909,2023-09-18,CUS-0021,United States,North America,Groceries,Beverage,17.78,1,6.22,37.09,-95.71
ORD-02910,2023-02-13,CUS-0107,Nigeria,Africa,Electronics,Laptop,3049.6,5,69.88,9.08,8.68
ORD-02911,2025-06-01,CUS-0306,South Africa,Africa,Fashion,Bag,302.45,5,9.09,-30.56,22.94
ORD-02912,2023-10-22,CUS-0283,India,APAC,Home & Furniture,Lamp,514.68,3,89.62,20.59,78.96
ORD-02913,2023-07-05,CUS-0279,Japan,APAC,Groceries,Dairy,29.43,3,-2.7,36.2,138.25
ORD-02914,2023-02-01,CUS-0204,India,APAC,Groceries,Snacks,38.38,2,1.54,20.59,78.96
ORD-02915,2024-09-19,CUS-0215,Japan,APAC,Groceries,Snacks,10.5,1,-0.26,36.2,138.25
ORD-02916,2023-04-03,CUS-0075,France,Europe,Fashion,Shirt,185.28,3,50.67,46.23,2.21
ORD-02917,2023-05-22,CUS-0184,Nigeria,Africa,Electronics,Phone,574.0,1,187.12,9.08,8.68
ORD-02918,2023-07-26,CUS-0130,United Kingdom,Europe,Home & Furniture,Lamp,117.73,1,-9.46,55.38,-3.44
ORD-02919,2025-04-24,CUS-0100,Brazil,LATAM,Electronics,Laptop,322.93,1,107.37,-14.24,-51.93
ORD-02920,2024-10-14,CUS-0312,United States,North America,Home & Furniture,Chair,637.59,3,164.51,37.09,-95.71
ORD-02921,2023-07-13,CUS-0052,United Kingdom,Europe,Electronics,Camera,595.21,1,149.02,55.38,-3.44
ORD-02922,2023-12-15,CUS-0094,France,Europe,Home & Furniture,Storage,736.35,5,-14.33,46.23,2.21
ORD-02923,2025-01-30,CUS-0283,India,APAC,Home & Furniture,Storage,346.6,2,100.65,20.59,78.96
ORD-02924,2023-12-18,CUS-0137,Vietnam,APAC,Home & Furniture,Chair,1061.95,5,350.46,14.06,108.28
ORD-02925,2025-06-23,CUS-0126,United States,North America,Electronics,Phone,2568.4,5,541.43,37.09,-95.71
ORD-02926,2025-02-04,CUS-0079,Canada,North America,Electronics,Headphone,1475.24,2,-132.92,56.13,-106.35
ORD-02927,2023-10-02,CUS-0103,South Africa,Africa,Groceries,Snacks,18.92,1,-1.44,-30.56,22.94
ORD-02928,2025-03-20,CUS-0372,Singapore,APAC,Fashion,Shirt,74.79,1,-3.87,1.35,103.82
ORD-02929,2023-10-23,CUS-0367,Japan,APAC,Groceries,Fresh Produce,72.3,5,-0.78,36.2,138.25
ORD-02930,2023-08-10,CUS-0095,United States,North America,Electronics,Phone,1455.95,5,152.5,37.09,-95.71
ORD-02931,2024-08-30,CUS-0320,India,APAC,Fashion,Bag,168.3,3,37.34,20.59,78.96
ORD-02932,2025-09-10,CUS-0026,Singapore,APAC,Home & Furniture,Chair,362.72,2,24.03,1.35,103.82
ORD-02933,2023-10-16,CUS-0015,United States,North America,Electronics,Laptop,1353.75,3,196.86,37.09,-95.71
ORD-02934,2023-01-12,CUS-0231,Japan,APAC,Electronics,Headphone,328.28,1,78.97,36.2,138.25
ORD-02935,2024-03-02,CUS-0046,United Kingdom,Europe,Home & Furniture,Storage,329.72,2,79.15,55.38,-3.44
ORD-02936,2024-11-15,CUS-0242,Canada,North America,Electronics,Headphone,285.49,1,94.45,56.13,-106.35
ORD-02937,2023-02-24,CUS-0054,Singapore,APAC,Groceries,Snacks,36.68,2,-2.83,1.35,103.82
ORD-02938,2024-07-31,CUS-0293,Mexico,LATAM,Electronics,Headphone,1405.96,4,172.51,23.63,-102.55
ORD-02939,2024-05-28,CUS-0351,India,APAC,Home & Furniture,Table,518.34,3,60.06,20.59,78.96
ORD-02940,2024-03-03,CUS-0221,France,Europe,Fashion,Accessories,205.68,4,42.31,46.23,2.21
ORD-02941,2024-01-24,CUS-0288,France,Europe,Fashion,Shirt,95.24,2,11.76,46.23,2.21
ORD-02942,2025-02-01,CUS-0055,India,APAC,Home & Furniture,Table,133.94,2,12.68,20.59,78.96
ORD-02943,2023-03-22,CUS-0383,Vietnam,APAC,Fashion,Shoes,141.96,2,-10.43,14.06,108.28
ORD-02944,2024-06-28,CUS-0368,Canada,North America,Home & Furniture,Storage,1115.64,4,130.06,56.13,-106.35
ORD-02945,2024-04-12,CUS-0108,Nigeria,Africa,Fashion,Accessories,345.4,5,91.47,9.08,8.68
ORD-02946,2024-01-17,CUS-0004,Mexico,LATAM,Electronics,Headphone,594.2,1,163.71,23.63,-102.55
ORD-02947,2023-05-29,CUS-0380,Japan,APAC,Home & Furniture,Table,733.32,3,144.52,36.2,138.25
ORD-02948,2024-09-16,CUS-0151,Japan,APAC,Electronics,Headphone,1643.56,4,214.33,36.2,138.25
ORD-02949,2025-05-11,CUS-0078,Canada,North America,Home & Furniture,Table,825.0,4,148.65,56.13,-106.35
ORD-02950,2024-09-08,CUS-0269,United Kingdom,Europe,Groceries,Dairy,49.38,2,0.1,55.38,-3.44
ORD-02951,2023-09-25,CUS-0295,United Kingdom,Europe,Home & Furniture,Table,274.44,2,11.56,55.38,-3.44
ORD-02952,2023-05-30,CUS-0202,Mexico,LATAM,Fashion,Shirt,306.3,5,63.2,23.63,-102.55
ORD-02953,2024-07-03,CUS-0363,Canada,North America,Home & Furniture,Chair,303.66,3,90.05,56.13,-106.35
ORD-02954,2025-07-25,CUS-0160,Brazil,LATAM,Groceries,Fresh Produce,62.2,5,5.48,-14.24,-51.93
ORD-02955,2025-03-03,CUS-0203,United Kingdom,Europe,Home & Furniture,Chair,589.65,3,50.51,55.38,-3.44
ORD-02956,2023-03-10,CUS-0363,Canada,North America,Groceries,Snacks,104.35,5,25.59,56.13,-106.35
ORD-02957,2024-12-30,CUS-0348,India,APAC,Electronics,Laptop,1408.6,5,404.44,20.59,78.96
ORD-02958,2024-09-10,CUS-0349,Vietnam,APAC,Fashion,Accessories,256.28,4,-0.03,14.06,108.28
ORD-02959,2024-06-11,CUS-0290,Singapore,APAC,Groceries,Beverage,35.98,2,0.03,1.35,103.82
ORD-02960,2023-05-28,CUS-0044,Germany,Europe,Groceries,Dairy,59.05,5,7.99,51.17,10.45
ORD-02961,2023-03-21,CUS-0274,Japan,APAC,Fashion,Accessories,168.0,5,29.6,36.2,138.25
ORD-02962,2023-08-24,CUS-0366,Nigeria,Africa,Fashion,Accessories,200.0,2,-1.7,9.08,8.68
ORD-02963,2023-08-20,CUS-0193,Mexico,LATAM,Electronics,Laptop,1496.58,3,-139.32,23.63,-102.55
ORD-02964,2023-10-19,CUS-0282,Japan,APAC,Fashion,Shoes,460.0,5,-8.66,36.2,138.25
ORD-02965,2024-11-21,CUS-0029,Vietnam,APAC,Groceries,Snacks,37.46,2,12.35,14.06,108.28
ORD-02966,2025-05-27,CUS-0221,France,Europe,Home & Furniture,Table,541.65,3,177.55,46.23,2.21
ORD-02967,2023-06-06,CUS-0357,Vietnam,APAC,Groceries,Snacks,34.6,5,-3.27,14.06,108.28
ORD-02968,2025-06-03,CUS-0236,Vietnam,APAC,Fashion,Shirt,358.3,5,18.39,14.06,108.28
ORD-02969,2024-04-07,CUS-0224,Vietnam,APAC,Electronics,Phone,487.68,1,-5.95,14.06,108.28
ORD-02970,2024-12-30,CUS-0146,Mexico,LATAM,Electronics,Camera,1646.16,3,26.19,23.63,-102.55
ORD-02971,2023-08-30,CUS-0162,Nigeria,Africa,Electronics,Laptop,974.84,4,310.64,9.08,8.68
ORD-02972,2023-07-05,CUS-0121,France,Europe,Home & Furniture,Storage,1210.9,5,19.4,46.23,2.21
ORD-02973,2023-04-11,CUS-0291,France,Europe,Electronics,Camera,520.85,5,127.13,46.23,2.21
ORD-02974,2024-06-11,CUS-0214,Vietnam,APAC,Electronics,Laptop,409.29,1,3.04,14.06,108.28
ORD-02975,2025-09-18,CUS-0179,Japan,APAC,Fashion,Bag,140.73,3,12.27,36.2,138.25
ORD-02976,2024-04-28,CUS-0111,Germany,Europe,Electronics,Laptop,1318.83,3,142.17,51.17,10.45
ORD-02977,2023-04-28,CUS-0054,Singapore,APAC,Home & Furniture,Chair,645.57,3,137.68,1.35,103.82
ORD-02978,2024-05-01,CUS-0183,Brazil,LATAM,Groceries,Fresh Produce,24.34,1,6.87,-14.24,-51.93
ORD-02979,2024-05-14,CUS-0194,Brazil,LATAM,Electronics,Camera,1391.73,3,458.01,-14.24,-51.93
ORD-02980,2024-10-02,CUS-0120,Vietnam,APAC,Electronics,Laptop,2403.0,5,176.27,14.06,108.28
ORD-02981,2024-04-27,CUS-0320,India,APAC,Groceries,Snacks,46.88,4,12.46,20.59,78.96
ORD-02982,2024-11-10,CUS-0269,United Kingdom,Europe,Groceries,Beverage,42.44,2,-3.59,55.38,-3.44
ORD-02983,2024-07-20,CUS-0168,India,APAC,Groceries,Dairy,50.64,4,-0.82,20.59,78.96
ORD-02984,2023-07-28,CUS-0320,India,APAC,Fashion,Shoes,172.76,2,18.27,20.59,78.96
ORD-02985,2023-05-28,CUS-0097,Singapore,APAC,Groceries,Fresh Produce,20.0,4,5.29,1.35,103.82
ORD-02986,2025-04-08,CUS-0278,India,APAC,Groceries,Fresh Produce,49.28,4,9.27,20.59,78.96
ORD-02987,2023-04-02,CUS-0110,United Kingdom,Europe,Home & Furniture,Lamp,947.95,5,46.73,55.38,-3.44
ORD-02988,2024-02-10,CUS-0079,Canada,North America,Fashion,Shoes,351.65,5,49.23,56.13,-106.35
ORD-02989,2025-06-01,CUS-0158,United Kingdom,Europe,Electronics,Headphone,1702.8,4,319.94,55.38,-3.44
ORD-02990,2024-01-11,CUS-0220,Canada,North America,Groceries,Beverage,8.66,1,0.48,56.13,-106.35
ORD-02991,2024-04-14,CUS-0391,South Africa,Africa,Groceries,Fresh Produce,52.45,5,3.86,-30.56,22.94
ORD-02992,2023-10-05,CUS-0018,France,Europe,Electronics,Headphone,1551.4,4,504.43,46.23,2.21
ORD-02993,2023-02-16,CUS-0398,Japan,APAC,Fashion,Accessories,149.48,4,-4.26,36.2,138.25
ORD-02994,2024-05-16,CUS-0143,South Africa,Africa,Groceries,Dairy,16.16,2,2.46,-30.56,22.94
ORD-02995,2024-02-14,CUS-0299,Brazil,LATAM,Home & Furniture,Storage,841.6,5,124.0,-14.24,-51.93
ORD-02996,2024-06-09,CUS-0123,Japan,APAC,Groceries,Snacks,61.47,3,17.18,36.2,138.25
ORD-02997,2025-04-27,CUS-0145,Canada,North America,Home & Furniture,Table,656.68,4,52.2,56.13,-106.35
ORD-02998,2023-10-09,CUS-0173,Mexico,LATAM,Home & Furniture,Table,442.8,2,-36.65,23.63,-102.55
ORD-02999,2023-11-26,CUS-0012,Mexico,LATAM,Groceries,Fresh Produce,24.22,1,0.57,23.63,-102.55
ORD-03000,2025-04-22,CUS-0202,Mexico,LATAM,Groceries,Beverage,30.72,4,6.03,23.63,-102.55
ORD-03001,2025-10-17,CUS-0027,South Africa,Africa,Groceries,Snacks,58.56,3,15.98,-30.56,22.94
ORD-03002,2023-12-25,CUS-0320,India,APAC,Home & Furniture,Chair,418.48,2,95.94,20.59,78.96
ORD-03003,2024-10-26,CUS-0367,Japan,APAC,Home & Furniture,Storage,193.48,1,43.88,36.2,138.25
ORD-03004,2024-06-06,CUS-0300,Japan,APAC,Home & Furniture,Table,111.62,2,-0.19,36.2,138.25
ORD-03005,2025-03-11,CUS-0123,Japan,APAC,Fashion,Shirt,373.6,5,11.35,36.2,138.25
ORD-03006,2024-03-28,CUS-0164,Germany,Europe,Electronics,Headphone,993.28,2,-90.17,51.17,10.45
ORD-03007,2024-02-16,CUS-0133,United Kingdom,Europe,Groceries,Dairy,32.64,4,1.54,55.38,-3.44
ORD-03008,2023-12-28,CUS-0057,South Africa,Africa,Fashion,Shirt,68.88,2,5.1,-30.56,22.94
ORD-03009,2023-02-15,CUS-0233,United States,North America,Fashion,Shirt,140.88,4,25.22,37.09,-95.71
ORD-03010,2023-04-28,CUS-0280,Brazil,LATAM,Electronics,Phone,2750.0,5,-232.89,-14.24,-51.93
ORD-03011,2025-06-17,CUS-0005,France,Europe,Fashion,Shoes,98.3,2,22.78,46.23,2.21
ORD-03012,2023-07-27,CUS-0133,United Kingdom,Europe,Fashion,Shoes,174.68,4,0.77,55.38,-3.44
ORD-03013,2023-12-03,CUS-0396,Vietnam,APAC,Groceries,Fresh Produce,51.4,5,12.37,14.06,108.28
ORD-03014,2024-03-25,CUS-0342,Canada,North America,Groceries,Snacks,43.56,2,3.26,56.13,-106.35
ORD-03015,2024-09-17,CUS-0176,Nigeria,Africa,Fashion,Bag,189.56,4,-14.7,9.08,8.68
ORD-03016,2024-02-19,CUS-0276,South Africa,Africa,Electronics,Laptop,395.84,1,-1.29,-30.56,22.94
ORD-03017,2023-05-10,CUS-0130,United Kingdom,Europe,Groceries,Fresh Produce,54.0,4,1.95,55.38,-3.44
ORD-03018,2025-01-31,CUS-0172,Nigeria,Africa,Fashion,Bag,43.19,1,12.76,9.08,8.68
ORD-03019,2025-07-29,CUS-0222,United Kingdom,Europe,Home & Furniture,Storage,183.59,1,-11.46,55.38,-3.44
ORD-03020,2023-06-22,CUS-0312,United States,North America,Groceries,Beverage,22.22,1,-0.57,37.09,-95.71
ORD-03021,2023-09-23,CUS-0349,Vietnam,APAC,Groceries,Snacks,19.86,2,2.79,14.06,108.28
ORD-03022,2024-05-04,CUS-0174,Nigeria,Africa,Groceries,Beverage,12.54,1,1.65,9.08,8.68
ORD-03023,2024-07-23,CUS-0145,Canada,North America,Fashion,Shoes,212.76,3,-8.85,56.13,-106.35
ORD-03024,2024-10-05,CUS-0161,South Africa,Africa,Home & Furniture,Table,182.94,1,-17.36,-30.56,22.94
ORD-03025,2024-05-05,CUS-0321,France,Europe,Fashion,Accessories,180.46,2,-9.79,46.23,2.21
ORD-03026,2025-03-07,CUS-0278,India,APAC,Fashion,Accessories,26.6,1,-1.79,20.59,78.96
ORD-03027,2023-03-03,CUS-0397,United States,North America,Home & Furniture,Table,316.84,4,38.65,37.09,-95.71
ORD-03028,2023-01-10,CUS-0259,Vietnam,APAC,Home & Furniture,Chair,233.46,2,18.08,14.06,108.28
ORD-03029,2025-03-09,CUS-0110,United Kingdom,Europe,Groceries,Fresh Produce,60.56,4,2.47,55.38,-3.44
ORD-03030,2024-02-08,CUS-0270,South Africa,Africa,Electronics,Camera,317.92,1,41.09,-30.56,22.94
ORD-03031,2023-10-02,CUS-0057,South Africa,Africa,Fashion,Accessories,497.35,5,0.81,-30.56,22.94
ORD-03032,2024-12-09,CUS-0324,Vietnam,APAC,Fashion,Accessories,79.37,1,-5.66,14.06,108.28
ORD-03033,2024-01-11,CUS-0384,Vietnam,APAC,Electronics,Laptop,1916.1,5,346.33,14.06,108.28
ORD-03034,2024-11-13,CUS-0142,Japan,APAC,Fashion,Shoes,98.68,4,32.66,36.2,138.25
ORD-03035,2024-05-12,CUS-0346,India,APAC,Fashion,Shirt,25.0,5,-2.26,20.59,78.96
ORD-03036,2024-06-30,CUS-0341,Singapore,APAC,Home & Furniture,Table,294.69,3,-12.05,1.35,103.82
ORD-03037,2025-05-30,CUS-0263,India,APAC,Home & Furniture,Storage,694.2,4,228.14,20.59,78.96
ORD-03038,2023-01-15,CUS-0209,Canada,North America,Home & Furniture,Table,722.07,3,-8.34,56.13,-106.35
ORD-03039,2024-07-21,CUS-0118,Mexico,LATAM,Groceries,Snacks,7.96,1,1.4,23.63,-102.55
ORD-03040,2023-02-24,CUS-0212,United Kingdom,Europe,Home & Furniture,Chair,132.86,1,41.2,55.38,-3.44
ORD-03041,2025-06-22,CUS-0228,South Africa,Africa,Groceries,Dairy,13.96,1,4.72,-30.56,22.94
ORD-03042,2024-09-14,CUS-0188,South Africa,Africa,Groceries,Fresh Produce,15.83,1,1.18,-30.56,22.94
ORD-03043,2024-12-31,CUS-0149,Japan,APAC,Home & Furniture,Storage,166.54,1,55.65,36.2,138.25
ORD-03044,2023-06-05,CUS-0011,Germany,Europe,Groceries,Fresh Produce,54.0,3,13.34,51.17,10.45
ORD-03045,2023-05-03,CUS-0149,Japan,APAC,Home & Furniture,Chair,145.17,1,-12.64,36.2,138.25
ORD-03046,2024-05-10,CUS-0007,United States,North America,Electronics,Camera,465.78,3,-0.92,37.09,-95.71
ORD-03047,2023-01-05,CUS-0113,France,Europe,Fashion,Accessories,211.35,3,64.19,46.23,2.21
ORD-03048,2023-06-16,CUS-0018,France,Europe,Home & Furniture,Chair,274.22,2,52.49,46.23,2.21
ORD-03049,2024-01-12,CUS-0228,South Africa,Africa,Groceries,Beverage,64.95,5,-3.33,-30.56,22.94
ORD-03050,2025-07-27,CUS-0313,Mexico,LATAM,Fashion,Bag,416.15,5,5.07,23.63,-102.55
ORD-03051,2025-08-01,CUS-0207,Japan,APAC,Groceries,Beverage,71.8,4,14.79,36.2,138.25
ORD-03052,2023-05-21,CUS-0022,Singapore,APAC,Fashion,Accessories,219.25,5,24.67,1.35,103.82
ORD-03053,2023-04-01,CUS-0322,Canada,North America,Electronics,Headphone,338.9,5,49.7,56.13,-106.35
ORD-03054,2023-02-02,CUS-0290,Singapore,APAC,Home & Furniture,Chair,370.92,4,23.34,1.35,103.82
ORD-03055,2024-06-25,CUS-0041,South Africa,Africa,Home & Furniture,Storage,238.85,1,-13.83,-30.56,22.94
ORD-03056,2024-10-25,CUS-0324,Vietnam,APAC,Groceries,Dairy,17.93,1,4.71,14.06,108.28
ORD-03057,2023-04-11,CUS-0333,India,APAC,Electronics,Phone,733.44,3,77.52,20.59,78.96
ORD-03058,2025-05-25,CUS-0192,India,APAC,Groceries,Beverage,58.65,5,13.57,20.59,78.96
ORD-03059,2023-01-11,CUS-0355,Japan,APAC,Groceries,Beverage,77.52,4,7.29,36.2,138.25
ORD-03060,2024-09-12,CUS-0177,Germany,Europe,Groceries,Fresh Produce,51.96,3,9.59,51.17,10.45
ORD-03061,2024-06-18,CUS-0009,Brazil,LATAM,Fashion,Accessories,264.3,5,79.48,-14.24,-51.93
ORD-03062,2023-10-19,CUS-0184,Nigeria,Africa,Home & Furniture,Chair,793.52,4,110.81,9.08,8.68
ORD-03063,2023-08-31,CUS-0207,Japan,APAC,Electronics,Headphone,1160.88,4,96.71,36.2,138.25
ORD-03064,2024-08-30,CUS-0046,United Kingdom,Europe,Electronics,Headphone,1132.26,2,362.0,55.38,-3.44
ORD-03065,2023-07-08,CUS-0294,South Africa,Africa,Electronics,Phone,827.08,2,48.18,-30.56,22.94
ORD-03066,2023-03-06,CUS-0073,India,APAC,Fashion,Shirt,62.14,1,12.02,20.59,78.96
ORD-03067,2023-01-02,CUS-0071,Japan,APAC,Electronics,Camera,749.07,3,226.6,36.2,138.25
ORD-03068,2023-05-03,CUS-0288,France,Europe,Groceries,Snacks,16.65,1,-1.14,46.23,2.21
ORD-03069,2023-10-14,CUS-0234,Vietnam,APAC,Fashion,Shoes,61.53,1,1.09,14.06,108.28
